Start:,1,
Length:,960000,
Sample Rate:,+9.600000E+005,
1,
0,
-1,
-1,
-2,
-2,
-2,
-2,
-2,
-1,
-1,
-1,
0,
0,
0,
0,
1,
1,
1,
1,
2,
2,
2,
2,
2,
2,
1,
0,
-1,
-2,
-3,
-3,
-4,
-4,
-3,
-3,
-2,
-1,
1,
1,
2,
2,
2,
2,
1,
0,
-1,
-1,
-2,
-2,
-2,
-1,
0,
1,
2,
2,
3,
3,
2,
2,
1,
0,
-1,
-1,
-2,
-2,
-2,
-2,
-2,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
1,
2,
2,
2,
2,
1,
0,
0,
-1,
-2,
-4,
-4,
-5,
-5,
-5,
-4,
-2,
-1,
1,
2,
3,
4,
4,
4,
4,
3,
2,
1,
0,
-1,
-1,
-1,
-1,
0,
0,
1,
1,
1,
1,
0,
0,
-1,
-1,
-2,
-2,
-2,
-1,
-1,
0,
0,
0,
1,
1,
1,
1,
1,
1,
0,
0,
0,
0,
0,
0,
-1,
-1,
-2,
-2,
-3,
-3,
-4,
-4,
-4,
-3,
-2,
-1,
0,
1,
2,
3,
4,
5,
5,
4,
4,
3,
3,
2,
2,
1,
1,
1,
1,
1,
1,
1,
1,
1,
0,
0,
-1,
-2,
-3,
-3,
-4,
-4,
-4,
-4,
-3,
-3,
-2,
-1,
0,
1,
1,
2,
2,
2,
1,
0,
0,
-2,
-3,
-3,
-4,
-4,
-4,
-3,
-2,
-1,
0,
1,
3,
4,
4,
5,
5,
4,
4,
3,
3,
2,
2,
1,
1,
1,
1,
1,
0,
0,
-1,
-2,
-3,
-3,
-4,
-4,
-3,
-2,
-1,
0,
2,
3,
4,
5,
5,
4,
3,
2,
1,
0,
-1,
-1,
-1,
-1,
0,
1,
1,
1,
-1,
-3,
-6,
-11,
-16,
-21,
-25,
-28,
-30,
-28,
-24,
-18,
-8,
4,
18,
32,
45,
56,
65,
69,
68,
63,
52,
37,
18,
-3,
-25,
-45,
-63,
-76,
-84,
-87,
-83,
-73,
-57,
-38,
-17,
5,
27,
45,
59,
69,
73,
71,
64,
52,
36,
18,
0,
-17,
-32,
-43,
-50,
-52,
-48,
-40,
-27,
-11,
7,
24,
38,
49,
54,
52,
43,
28,
7,
-19,
-45,
-70,
-90,
-102,
-103,
-92,
-68,
-30,
20,
79,
140,
200,
250,
285,
297,
285,
241,
163,
54,
-82,
-235,
-396,
-549,
-679,
-771,
-814,
-793,
-698,
-527,
-286,
14,
350,
697,
1025,
1302,
1503,
1597,
1565,
1399,
1101,
684,
185,
-357,
-892,
-1374,
-1759,
-2006,
-2087,
-1991,
-1723,
-1294,
-755,
-157,
440,
980,
1407,
1687,
1796,
1728,
1496,
1121,
657,
159,
-317,
-718,
-992,
-1125,
-1107,
-949,
-675,
-321,
63,
428,
727,
922,
979,
899,
691,
380,
1,
-400,
-778,
-1089,
-1295,
-1371,
-1298,
-1088,
-760,
-347,
109,
563,
969,
1285,
1481,
1538,
1446,
1226,
905,
521,
116,
-266,
-586,
-813,
-928,
-926,
-805,
-603,
-355,
-102,
117,
261,
317,
279,
153,
-42,
-289,
-538,
-749,
-886,
-924,
-831,
-634,
-359,
-38,
287,
578,
797,
919,
932,
839,
635,
384,
133,
-69,
-179,
-153,
-1,
263,
607,
982,
1345,
1615,
1731,
1647,
1340,
781,
42,
-811,
-1695,
-2517,
-3186,
-3629,
-3792,
-3648,
-3203,
-2461,
-1530,
-507,
505,
1409,
2094,
2546,
2750,
2720,
2499,
2133,
1713,
1317,
1010,
839,
865,
1017,
1244,
1476,
1636,
1633,
1442,
1038,
425,
-365,
-1303,
-2273,
-3177,
-3919,
-4419,
-4574,
-4424,
-3991,
-3327,
-2503,
-1608,
-712,
116,
820,
1371,
1726,
1950,
2090,
2201,
2332,
2559,
2848,
3183,
3527,
3825,
4022,
4052,
3862,
3417,
2704,
1700,
506,
-796,
-2109,
-3334,
-4353,
-5131,
-5629,
-5833,
-5754,
-5409,
-4872,
-4207,
-3480,
-2745,
-2077,
-1444,
-832,
-214,
441,
1182,
2005,
2907,
3869,
4851,
5817,
6670,
7327,
7710,
7754,
7375,
6612,
5489,
4058,
2391,
582,
-1289,
-3136,
-4874,
-6432,
-7726,
-8748,
-9477,
-9905,
-10025,
-9861,
-9376,
-8560,
-7408,
-5924,
-4119,
-2036,
270,
2723,
5225,
7688,
9957,
11899,
13389,
14321,
14588,
14188,
13127,
11449,
9232,
6573,
3610,
485,
-2658,
-5681,
-8429,
-10843,
-12850,
-14396,
-15440,
-15963,
-15933,
-15336,
-14168,
-12434,
-10175,
-7403,
-4176,
-581,
3263,
7231,
11101,
14659,
17687,
19978,
21342,
21656,
20846,
18902,
15889,
11905,
7199,
2034,
-3293,
-8472,
-13158,
-17143,
-20218,
-22228,
-23078,
-22735,
-21234,
-18665,
-15169,
-10929,
-6213,
-1184,
3927,
8879,
13429,
17383,
20460,
22451,
23199,
22607,
20678,
17447,
13060,
7753,
1841,
-4359,
-10339,
-15651,
-19879,
-22674,
-23770,
-23085,
-20654,
-16651,
-11385,
-5233,
1268,
7585,
13197,
17647,
20529,
21678,
21030,
18671,
14826,
9857,
4169,
-1762,
-7454,
-12450,
-16340,
-18863,
-19850,
-19260,
-17172,
-13826,
-9449,
-4385,
975,
6225,
10987,
14884,
17624,
19007,
18940,
17471,
14686,
10803,
6129,
1031,
-4134,
-8894,
-12857,
-15699,
-17195,
-17225,
-15826,
-13149,
-9456,
-5097,
-441,
4036,
7918,
10855,
12596,
12962,
12029,
9951,
6994,
3501,
-136,
-3535,
-6344,
-8284,
-9177,
-8910,
-7611,
-5466,
-2745,
229,
3071,
5527,
7346,
8352,
8458,
7661,
6075,
3881,
1317,
-1350,
-3809,
-5875,
-7364,
-8159,
-8208,
-7554,
-6256,
-4451,
-2319,
-66,
2100,
3981,
5414,
6282,
6527,
6156,
5225,
3851,
2188,
417,
-1295,
-2744,
-3778,
-4292,
-4242,
-3612,
-2533,
-1154,
346,
1776,
2944,
3713,
3984,
3718,
2939,
1688,
167,
-1435,
-2917,
-4094,
-4768,
-4915,
-4524,
-3645,
-2384,
-876,
690,
2134,
3294,
4045,
4254,
3989,
3317,
2346,
1218,
112,
-871,
-1623,
-2071,
-2184,
-1939,
-1440,
-786,
-91,
533,
940,
1133,
1096,
850,
444,
-53,
-556,
-983,
-1264,
-1351,
-1182,
-832,
-360,
157,
635,
972,
1142,
1115,
893,
501,
-32,
-598,
-1107,
-1473,
-1627,
-1490,
-1107,
-521,
200,
967,
1683,
2251,
2591,
2647,
2399,
1822,
1020,
87,
-865,
-1725,
-2364,
-2738,
-2810,
-2575,
-2068,
-1330,
-478,
380,
1138,
1706,
1980,
1979,
1721,
1254,
650,
0,
-612,
-1108,
-1424,
-1521,
-1360,
-1002,
-506,
55,
602,
1033,
1323,
1441,
1378,
1149,
779,
332,
-127,
-537,
-843,
-978,
-966,
-822,
-578,
-279,
15,
269,
445,
