2015,3,10,9,14,27.32,54.445,8.6339
2015,3,10,9,17,47.292,54.445,8.6334
2015,3,10,9,17,52.83,54.445,8.6334
2015,3,10,10,45,6.7581,54.45,8.6555
2015,3,10,10,46,44.336,54.449,8.6569
2015,3,10,10,48,5.6081,54.448,8.6575
2015,3,10,10,48,14.062,54.449,8.6572
2015,3,10,10,48,56.444,54.448,8.6592
2015,3,10,10,49,31.192,54.447,8.6589
2015,3,10,17,42,39.28,54.443,8.6732
2015,3,10,17,55,25.268,54.433,8.6595
2015,3,10,17,55,34.734,54.433,8.6593
2015,3,10,17,57,55.566,54.431,8.6578
2015,3,10,18,3,6.7861,54.428,8.6558
2015,3,10,18,3,29.904,54.428,8.6556
2015,3,10,18,5,42.106,54.427,8.6554
2015,3,10,18,6,10.666,54.427,8.6553
2015,3,10,18,12,4.4021,54.427,8.6543
2015,3,10,18,22,35.808,54.428,8.6531
2015,3,10,18,38,59.008,54.428,8.6493
2015,3,10,18,44,5.2661,54.428,8.6553
2015,3,10,18,44,20.256,54.428,8.6555
2015,3,10,18,47,38.062,54.428,8.6557
2015,3,10,18,48,8.2921,54.428,8.656
2015,3,10,19,16,15.758,54.428,8.6556
2015,3,10,19,18,24.63,54.428,8.6565
2015,3,10,19,34,53.46,54.428,8.6524
2015,3,10,19,38,15.712,54.428,8.6545
2015,3,10,19,41,6.5061,54.428,8.6553
2015,3,10,20,17,35.566,54.436,8.651
2015,3,10,20,19,19.626,54.435,8.6534
2015,3,10,20,37,16.522,54.431,8.6544
2015,3,10,20,42,50.312,54.428,8.6561
2015,3,10,21,7,43.282,54.428,8.6565
2015,3,10,21,9,47.37,54.428,8.6568
2015,3,10,21,10,4.9481,54.428,8.6563
2015,3,10,21,23,8.3981,54.428,8.6569
2015,3,11,9,2,10.638,54.214,8.6919
2015,3,11,9,33,13.454,54.217,8.6902
2015,3,11,9,38,51.162,54.217,8.6921
2015,3,11,9,44,45.126,54.215,8.6917
2015,3,11,9,47,0.00609,54.216,8.691
2015,3,11,9,52,58.188,54.217,8.6899
2015,3,11,9,53,33.47,54.217,8.6908
2015,3,11,10,36,9.4421,54.214,8.6931
2015,3,11,11,56,35.402,54.202,8.6848
2015,3,11,11,58,36.062,54.201,8.6864
2015,3,11,16,13,44.978,54.215,8.6918
2015,3,11,16,15,59.62,54.216,8.6911
2015,3,11,16,16,27.968,54.216,8.6911
2015,3,11,16,20,39.256,54.216,8.6914
2015,3,11,20,48,46.69,54.22,8.689
2015,3,12,4,27,50.704,54.216,8.692
2015,3,12,12,40,1.9441,54.216,8.691
2015,3,13,12,0,46.674,54.22,8.6879
2015,3,13,12,1,7.6901,54.22,8.6875
2015,3,14,10,5,40.866,54.219,8.6887
2015,3,14,12,49,17.604,54.219,8.6884
2015,3,15,7,53,42.704,54.213,8.6939
2015,3,15,7,54,57.638,54.213,8.6945
2015,3,15,10,30,53.302,54.39,8.2934
2015,3,15,20,58,12.214,54.214,8.6924
2015,3,15,20,58,18.52,54.213,8.6938
2015,3,15,21,15,55.462,54.213,8.6937
2015,3,15,21,16,7.6541,54.213,8.694
2015,3,16,9,22,39.602,54.214,8.6941
2015,3,16,9,22,46.09,54.214,8.6938
2015,3,16,9,26,41.678,54.213,8.6939
2015,3,16,9,26,49.374,54.213,8.6933
2015,3,16,9,28,39.904,54.214,8.694
2015,3,16,12,5,51.136,54.219,8.6885
2015,3,17,4,33,9.9321,54.217,8.6902
2015,3,17,4,35,38.672,54.216,8.6907
2015,3,17,4,41,45.506,54.216,8.6907
2015,3,17,4,41,57.598,54.216,8.6903
2015,3,17,4,45,21.574,54.216,8.6906
2015,3,17,4,45,37.81,54.216,8.6903
2015,3,17,4,50,40.062,54.216,8.6904
2015,3,17,4,50,46.252,54.216,8.6908
2015,3,17,5,13,15.83,54.216,8.6905
2015,3,17,5,13,22.346,54.216,8.6905
2015,3,17,5,15,23.778,54.216,8.6909
2015,3,17,10,18,50.844,54.201,8.6853
2015,3,17,10,19,9e-005,54.201,8.6853
2015,3,18,0,2,55.128,54.198,8.6851
2015,3,18,0,3,1.2701,54.198,8.6852
2015,3,18,0,5,5.9521,54.198,8.6853
2015,3,18,10,4,16.25,54.202,8.6847
2015,3,18,10,16,34.79,54.201,8.685
2015,3,18,10,18,54.402,54.202,8.6849
2015,3,18,10,20,50.618,54.202,8.6852
2015,3,18,10,57,7.0581,54.202,8.6848
2015,3,18,11,8,23.664,54.202,8.6852
2015,3,18,11,14,42.074,54.202,8.685
2015,3,18,11,17,31.894,54.202,8.6852
2015,3,18,12,23,46.054,54.2,8.6852
2015,3,18,12,24,31.438,54.2,8.6858
2015,3,18,18,52,0.44608,54.2,8.6858
2015,3,18,18,54,46.644,54.2,8.6856
2015,3,19,1,11,39.998,54.199,8.6848
2015,3,19,12,6,43.062,54.201,8.6859
2015,3,19,12,9,15.914,54.202,8.6852
2015,3,19,12,11,58.094,54.201,8.6855
2015,3,19,12,14,33.41,54.201,8.6855
2015,3,19,12,17,2.9441,54.202,8.6859
2015,3,19,12,23,10.578,54.202,8.6861
2015,3,19,12,24,30.092,54.201,8.6854
2015,3,19,12,25,20.426,54.202,8.6853
2015,3,19,12,25,43.19,54.202,8.6851
2015,3,19,12,26,53.204,54.202,8.6857
2015,3,19,12,27,16.73,54.201,8.6861
2015,3,19,12,31,26.132,54.2,8.6842
2015,3,19,12,31,59.362,54.2,8.6847
2015,3,19,12,42,30.61,54.201,8.6864
2015,3,19,12,45,46.46,54.201,8.6859
2015,3,19,14,40,30.842,54.2,8.6874
2015,3,19,14,43,54.87,54.199,8.6849
2015,3,19,14,46,21.574,54.199,8.6856
2015,3,20,1,45,59.936,54.217,8.6888
2015,3,20,6,17,56.874,54.216,8.6913
2015,3,20,6,31,28.204,54.219,8.6899
2015,3,20,7,53,59.418,54.199,8.6851
2015,3,20,13,48,30.65,54.216,8.6907
2015,3,21,3,16,33.29,54.217,8.689
2015,3,21,3,20,30.836,54.216,8.6886
2015,3,21,3,23,30.204,54.217,8.6872
2015,3,21,3,25,40.466,54.217,8.6887
2015,3,21,3,31,7.1161,54.217,8.6885
2015,3,21,3,32,33.696,54.217,8.6876
2015,3,21,3,41,36.61,54.217,8.6885
2015,3,21,3,44,56.928,54.217,8.6878
2015,3,21,4,7,37.238,54.215,8.6914
2015,3,21,4,39,47.326,54.213,8.6933
